CRASH DATE,CRASH TIME,CRASH_DATETIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,COLLISION_ID,UNIQUE_ID,PERSON_ID,PERSON_TYPE,PERSON_INJURY,VEHICLE_ID,PERSON_AGE,EJECTION,EMOTIONAL_STATUS,BODILY_INJURY,POSITION_IN_VEHICLE,SAFETY_EQUIPMENT,COMPLAINT,PED_ROLE,PERSON_SEX,YEAR,INJURY_TYPE
2018-12-09,23:00:00,2018-12-09 23:00:00,BROOKLYN,11221,40.700054,-73.92459,"(40.700054, -73.92459)",WILSON AVENUE,HART STREET,1.0,0.0,0,0,0,0,1,0,FAILURE TO YIELD RIGHT-OF-WAY,UNSPECIFIED,SEDAN,SEDAN,4041526,9451571,1FD117D5-E72F-44A2-8E3D-1F338E605F0E,OCCUPANT,UNSPECIFIED,18744779.0,0.0,,,,,,,REGISTRANT,U,2018,MOTORIST
2018-12-13,16:15:00,2018-12-13 16:15:00,NONE,,40.80577,-73.90971,"(40.80577, -73.90971)",BRUCKNER EXPRESSWAY,,0.0,0.0,0,0,0,0,0,0,UNSPECIFIED,UNSPECIFIED,STATION WAGON/SPORT UTILITY VEHICLE,STATION WAGON/SPORT UTILITY VEHICLE,4044099,9656832,61DF2A1D-141B-4406-95B7-1B8EF93A939B,OCCUPANT,UNSPECIFIED,18846191.0,70.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,DRIVER,LAP BELT & HARNESS,DOES NOT APPLY,DRIVER,M,2018,MOTORIST
2018-12-28,09:45:00,2018-12-28 09:45:00,NONE,,40.687866,-73.96879,"(40.687866, -73.96879)",LAFAYETTE AVENUE,,0.0,0.0,0,0,0,0,0,0,DRIVER INATTENTION/DISTRACTION,UNSPECIFIED,BUS,STATION WAGON/SPORT UTILITY VEHICLE,4053545,9309921,E7139333-13DB-41CD-B6C4-4A4E2C99724C,OCCUPANT,UNSPECIFIED,18675353.0,0.0,,,,,,,REGISTRANT,,2018,MOTORIST
2018-12-15,00:50:00,2018-12-15 00:50:00,NONE,,40.81323,-73.9313,"(40.81323, -73.9313)",MAJOR DEEGAN EXPRESSWAY,,0.0,0.0,0,0,0,0,0,0,DRIVER INATTENTION/DISTRACTION,DRIVER INATTENTION/DISTRACTION,STATION WAGON/SPORT UTILITY VEHICLE,SEDAN,4045122,9658511,0BA86182-1F42-4808-A0CE-5B0E65CDBED6,OCCUPANT,UNSPECIFIED,18847055.0,25.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,"FRONT PASSENGER, IF TWO OR MORE PERSONS, INCLUDING THE DRIVER, ARE IN THE FRONT SEAT",LAP BELT & HARNESS,DOES NOT APPLY,PASSENGER,M,2018,MOTORIST
2018-12-30,00:00:00,2018-12-30 00:00:00,BROOKLYN,11212,40.658966,-73.9191,"(40.658966, -73.9191)",LENOX ROAD,EAST 96 STREET,2.0,0.0,0,0,0,0,2,0,DRIVER INATTENTION/DISTRACTION,UNSPECIFIED,STATION WAGON/SPORT UTILITY VEHICLE,STATION WAGON/SPORT UTILITY VEHICLE,4055938,9669493,221349F1-9F36-42E7-BF94-2005AAF5039A,OCCUPANT,INJURED,18852542.0,34.0,NOT EJECTED,CONSCIOUS,BACK,DRIVER,LAP BELT,NONE VISIBLE,DRIVER,F,2018,MOTORIST
2018-12-30,00:00:00,2018-12-30 00:00:00,BROOKLYN,11212,40.658966,-73.9191,"(40.658966, -73.9191)",LENOX ROAD,EAST 96 STREET,2.0,0.0,0,0,0,0,2,0,DRIVER INATTENTION/DISTRACTION,UNSPECIFIED,STATION WAGON/SPORT UTILITY VEHICLE,STATION WAGON/SPORT UTILITY VEHICLE,4055938,9669494,2C26F130-C7B1-4D49-9342-7ADBD21AEE48,OCCUPANT,INJURED,18852541.0,23.0,NOT EJECTED,CONSCIOUS,BACK,RIGHT REAR PASSENGER OR MOTORCYCLE SIDECAR PASSENGER,,NONE VISIBLE,PASSENGER,M,2018,MOTORIST
2018-12-23,04:30:00,2018-12-23 04:30:00,BROOKLYN,11213,40.66922,-73.9387,"(40.66922, -73.9387)",,,0.0,0.0,0,0,0,0,0,0,DRIVER INATTENTION/DISTRACTION,UNSPECIFIED,SEDAN,SEDAN,4050779,9407561,F94E4C3F-58ED-4CEF-BE0F-CAF058C18227,OCCUPANT,UNSPECIFIED,18723265.0,54.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,DRIVER,LAP BELT,DOES NOT APPLY,DRIVER,M,2018,MOTORIST
2018-12-15,11:30:00,2018-12-15 11:30:00,MANHATTAN,10001,40.74977,-73.987785,"(40.74977, -73.987785)",WEST 34 STREET,AVENUE OF THE AMERICAS,1.0,0.0,1,0,0,0,0,0,DRIVER INATTENTION/DISTRACTION,,TAXI,,4045340,9611499,22B6CBD0-B591-4890-85EE-73E9A7A3716E,OCCUPANT,UNSPECIFIED,18823815.0,35.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,UNKNOWN,LAP BELT & HARNESS,DOES NOT APPLY,PASSENGER,F,2018,MOTORIST
2018-12-07,15:30:00,2018-12-07 15:30:00,NONE,,40.83714,-73.92049,"(40.83714, -73.92049)",EAST 168 STREET,,0.0,0.0,0,0,0,0,0,0,TURNING IMPROPERLY,UNSPECIFIED,TAXI,SEDAN,4041207,9609030,EC937DAC-4B3C-4091-A2C9-87E7B0EDE05A,OCCUPANT,UNSPECIFIED,18822645.0,0.0,,,,,,,REGISTRANT,,2018,MOTORIST
2018-12-16,05:55:00,2018-12-16 05:55:00,NONE,,40.751602,-73.93384,"(40.751602, -73.93384)",NORTHERN BOULEVARD,,0.0,0.0,0,0,0,0,0,0,UNSPECIFIED,UNSPECIFIED,SEDAN,STATION WAGON/SPORT UTILITY VEHICLE,4045753,9715597,AFC397EA-1C81-4BD0-BD8F-6B6849827082,OCCUPANT,UNSPECIFIED,18875568.0,38.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,DRIVER,LAP BELT & HARNESS,DOES NOT APPLY,DRIVER,F,2018,MOTORIST
2018-12-25,01:35:00,2018-12-25 01:35:00,QUEENS,11385,40.693203,-73.89423,"(40.693203, -73.89423)",,,0.0,0.0,0,0,0,0,0,0,BACKING UNSAFELY,UNSPECIFIED,STATION WAGON/SPORT UTILITY VEHICLE,SEDAN,4051884,9699864,40DB2C85-A166-48D9-AD77-CE24FC5BF75C,OCCUPANT,UNSPECIFIED,18867596.0,33.0,,,,,,,REGISTRANT,M,2018,MOTORIST
2018-12-08,00:58:00,2018-12-08 00:58:00,NONE,,40.73305,-74.00642,"(40.73305, -74.00642)",HUDSON STREET,,1.0,0.0,1,0,0,0,0,0,UNSPECIFIED,,SEDAN,,4040494,9238499,F72D58DA-216D-4841-9D2C-4299A7FCB6BE,PEDESTRIAN,INJURED,,25.0,,CONSCIOUS,HEAD,,,ABRASION,PEDESTRIAN,M,2018,PEDESTRIAN
2018-12-26,06:30:00,2018-12-26 06:30:00,QUEENS,11373,40.734768,-73.87459,"(40.734768, -73.87459)",QUEENS BOULEVARD,56 AVENUE,0.0,0.0,0,0,0,0,0,0,TRAFFIC CONTROL DISREGARDED,TRAFFIC CONTROL DISREGARDED,SEDAN,SEDAN,4052247,9671712,AB77CD8E-2B58-47CF-BF6E-DD8635A971CA,OCCUPANT,UNSPECIFIED,18853672.0,0.0,,,,,,,REGISTRANT,U,2018,MOTORIST
2018-12-27,21:10:00,2018-12-27 21:10:00,BROOKLYN,11237,40.707153,-73.93149,"(40.707153, -73.93149)",KNICKERBOCKER AVENUE,INGRAHAM STREET,0.0,0.0,0,0,0,0,0,0,FOLLOWING TOO CLOSELY,UNSPECIFIED,SEDAN,PICK-UP TRUCK,4053354,9660411,0D646B9E-2843-45F1-B02F-1F032FA01D18,OCCUPANT,UNSPECIFIED,18847990.0,42.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,DRIVER,LAP BELT & HARNESS,DOES NOT APPLY,DRIVER,M,2018,MOTORIST
2018-12-15,22:20:00,2018-12-15 22:20:00,BROOKLYN,11225,40.664604,-73.94264,"(40.664604, -73.94264)",,,0.0,0.0,0,0,0,0,0,0,BACKING UNSAFELY,UNSPECIFIED,SEDAN,TAXI,4045619,9430587,C180F361-6CE9-4E74-ACE2-4C3955670BD8,OCCUPANT,UNSPECIFIED,18734535.0,26.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,DRIVER,LAP BELT & HARNESS,DOES NOT APPLY,DRIVER,M,2018,MOTORIST
2018-12-17,16:15:00,2018-12-17 16:15:00,BRONX,10472,40.830303,-73.8718,"(40.830303, -73.8718)",FTELEY AVENUE,WESTCHESTER AVENUE,0.0,0.0,0,0,0,0,0,0,PASSING OR LANE USAGE IMPROPER,UNSPECIFIED,STATION WAGON/SPORT UTILITY VEHICLE,STATION WAGON/SPORT UTILITY VEHICLE,4046786,9681444,F5D5CDA9-EB93-4639-8319-E5A00FC33803,OCCUPANT,UNSPECIFIED,18858453.0,53.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,DRIVER,UNKNOWN,DOES NOT APPLY,DRIVER,F,2018,MOTORIST
2018-12-22,15:55:00,2018-12-22 15:55:00,BRONX,10458,40.85876,-73.89736,"(40.85876, -73.89736)",VALENTINE AVENUE,EAST 184 STREET,0.0,0.0,0,0,0,0,0,0,PASSING TOO CLOSELY,UNSPECIFIED,SEDAN,SEDAN,4050838,9523915,EDD21764-F12A-417C-A1DD-391618FF89F6,OCCUPANT,UNSPECIFIED,18780408.0,17.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,"FRONT PASSENGER, IF TWO OR MORE PERSONS, INCLUDING THE DRIVER, ARE IN THE FRONT SEAT",,DOES NOT APPLY,PASSENGER,M,2018,MOTORIST
2018-12-08,18:42:00,2018-12-08 18:42:00,NONE,,40.59455,-73.997574,"(40.59455, -73.997574)",BELT PARKWAY,,0.0,0.0,0,0,0,0,0,0,DRIVER INATTENTION/DISTRACTION,UNSPECIFIED,SEDAN,SEDAN,4040961,9572522,DE388BED-5A01-44CE-B7C6-AE8EBA1BF523,OCCUPANT,UNSPECIFIED,18804568.0,14.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,"FRONT PASSENGER, IF TWO OR MORE PERSONS, INCLUDING THE DRIVER, ARE IN THE FRONT SEAT",LAP BELT & HARNESS,DOES NOT APPLY,PASSENGER,M,2018,MOTORIST
2018-12-22,05:50:00,2018-12-22 05:50:00,QUEENS,11377,40.740875,-73.89962,"(40.740875, -73.89962)",65 PLACE,QUEENS BOULEVARD,1.0,0.0,0,0,0,0,1,0,TRAFFIC CONTROL DISREGARDED,UNSPECIFIED,STATION WAGON/SPORT UTILITY VEHICLE,,4050207,9720173,FD1C4558-EF99-45D3-9034-DE7750163026,OCCUPANT,UNSPECIFIED,18877912.0,52.0,,,,,,,REGISTRANT,M,2018,MOTORIST
2018-12-17,07:50:00,2018-12-17 07:50:00,NONE,,40.671196,-73.84296,"(40.671196, -73.84296)",CROSS BAY BOULEVARD,149 AVENUE,1.0,0.0,0,0,0,0,1,0,DRIVER INATTENTION/DISTRACTION,UNSPECIFIED,STATION WAGON/SPORT UTILITY VEHICLE,STATION WAGON/SPORT UTILITY VEHICLE,4046438,9703866,4DCC532C-D9D4-4606-A84E-67A8EDC28060,OCCUPANT,UNSPECIFIED,18869644.0,39.0,,,,,,,REGISTRANT,M,2018,MOTORIST
2018-12-31,12:45:00,2018-12-31 12:45:00,MANHATTAN,10025,40.80051,-73.967995,"(40.80051, -73.967995)",BROADWAY,WEST 105 STREET,0.0,0.0,0,0,0,0,0,0,DRIVER INEXPERIENCE,UNSPECIFIED,PICK-UP TRUCK,PICK-UP TRUCK,4055252,9239105,9405E648-B0D2-473E-8596-E29ABA7835F8,OCCUPANT,UNSPECIFIED,18640648.0,30.0,,,,,,,REGISTRANT,M,2018,MOTORIST
2018-12-25,20:20:00,2018-12-25 20:20:00,BROOKLYN,11208,40.66661,-73.876144,"(40.66661, -73.876144)",HEGEMAN AVENUE,ATKINS AVENUE,1.0,0.0,0,0,0,0,1,0,FAILURE TO YIELD RIGHT-OF-WAY,UNSPECIFIED,STATION WAGON/SPORT UTILITY VEHICLE,SEDAN,4052135,9735067,38D8DC3E-8714-4726-AA11-812AD2BED84F,OCCUPANT,UNSPECIFIED,18885367.0,23.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,"FRONT PASSENGER, IF TWO OR MORE PERSONS, INCLUDING THE DRIVER, ARE IN THE FRONT SEAT",LAP BELT,DOES NOT APPLY,PASSENGER,M,2018,MOTORIST
2018-12-10,14:55:00,2018-12-10 14:55:00,QUEENS,11372,40.74949,-73.88686,"(40.74949, -73.88686)",,,0.0,0.0,0,0,0,0,0,0,PASSING OR LANE USAGE IMPROPER,UNSPECIFIED,BUS,STATION WAGON/SPORT UTILITY VEHICLE,4042003,9631863,5C68AA72-5AC7-4BB3-84BA-CD9BF4026D65,OCCUPANT,UNSPECIFIED,18833787.0,12.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,"ANY PERSON IN THE REAR OF A STATION WAGON, PICK-UP TRUCK, ALL PASSENGERS ON A BUS, ETC",LAP BELT,DOES NOT APPLY,PASSENGER,M,2018,MOTORIST
2019-01-01,04:50:00,2019-01-01 04:50:00,MANHATTAN,10001,40.751026,-73.99662,"(40.751026, -73.99662)",,,0.0,0.0,0,0,0,0,0,0,UNSPECIFIED,,CONVERTIBLE,,4062096,8934178,80B304D0-5FC5-4D9E-AA04-C97E8BB9D3B9,OCCUPANT,UNSPECIFIED,18489881.0,51.0,,,,,,,REGISTRANT,M,2019,MOTORIST
2018-12-07,21:30:00,2018-12-07 21:30:00,NONE,,40.7056,-73.85822,"(40.7056, -73.85822)",UNION TURNPIKE,,0.0,0.0,0,0,0,0,0,0,PASSING OR LANE USAGE IMPROPER,UNSPECIFIED,SEDAN,SEDAN,4040419,9559364,5F007511-2672-4496-ABCA-A9BD348A9DF1,OCCUPANT,UNSPECIFIED,18798049.0,35.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,DRIVER,UNKNOWN,DOES NOT APPLY,DRIVER,F,2018,MOTORIST
2018-12-20,07:04:00,2018-12-20 07:04:00,MANHATTAN,10013,40.72106,-73.99821,"(40.72106, -73.99821)",BROOME STREET,LAFAYETTE STREET,0.0,0.0,0,0,0,0,0,0,OTHER VEHICULAR,OTHER VEHICULAR,STATION WAGON/SPORT UTILITY VEHICLE,SEDAN,4048629,9479803,9FD2EA47-0387-43C7-8C51-19B4CF055D6E,OCCUPANT,UNSPECIFIED,18758698.0,57.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,DRIVER,LAP BELT & HARNESS,DOES NOT APPLY,DRIVER,F,2018,MOTORIST
2018-12-18,19:59:00,2018-12-18 19:59:00,BROOKLYN,11229,40.611477,-73.94883,"(40.611477, -73.94883)",BEDFORD AVENUE,AVENUE P,0.0,0.0,0,0,0,0,0,0,DRIVER INATTENTION/DISTRACTION,UNSPECIFIED,SEDAN,STATION WAGON/SPORT UTILITY VEHICLE,4047737,9622375,9257CD0A-B37E-44AF-8739-740EC17D6350,OCCUPANT,UNSPECIFIED,18829108.0,0.0,,,,,,,REGISTRANT,U,2018,MOTORIST
2018-12-18,19:59:00,2018-12-18 19:59:00,BROOKLYN,11229,40.611477,-73.94883,"(40.611477, -73.94883)",BEDFORD AVENUE,AVENUE P,0.0,0.0,0,0,0,0,0,0,DRIVER INATTENTION/DISTRACTION,UNSPECIFIED,SEDAN,STATION WAGON/SPORT UTILITY VEHICLE,4047737,9622379,E32570FF-DEB0-4D73-8A26-ECEAC0AC9D1B,OCCUPANT,UNSPECIFIED,18829107.0,23.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,RIGHT REAR PASSENGER OR MOTORCYCLE SIDECAR PASSENGER,LAP BELT & HARNESS,DOES NOT APPLY,PASSENGER,F,2018,MOTORIST
2018-12-11,08:37:00,2018-12-11 08:37:00,NONE,,40.66584,-73.75551,"(40.66584, -73.75551)",BELT PARKWAY,,0.0,0.0,0,0,0,0,0,0,FOLLOWING TOO CLOSELY,FOLLOWING TOO CLOSELY,STATION WAGON/SPORT UTILITY VEHICLE,SEDAN,4043246,9742103,2B080189-161C-44BE-BC8A-867A6BFF002C,OCCUPANT,UNSPECIFIED,18888806.0,35.0,,,,,,,REGISTRANT,F,2018,MOTORIST
2018-12-10,16:25:00,2018-12-10 16:25:00,BRONX,10455,40.814716,-73.914276,"(40.814716, -73.914276)",,,0.0,0.0,0,0,0,0,0,0,DRIVER INATTENTION/DISTRACTION,,SEDAN,,4042110,9654566,B6335CD8-4680-4FDF-83A1-59D8D885E41B,OCCUPANT,UNSPECIFIED,18845039.0,,,,,,,,REGISTRANT,,2018,MOTORIST
2018-12-14,19:28:00,2018-12-14 19:28:00,BROOKLYN,11201,40.69119,-73.9978,"(40.69119, -73.9978)",HICKS STREET,ATLANTIC AVENUE,0.0,0.0,0,0,0,0,0,0,TRAFFIC CONTROL DISREGARDED,UNSPECIFIED,BOX TRUCK,SEDAN,4046018,9315374,3239E7BF-DD34-4A6F-9D79-17D599750FB0,OCCUPANT,UNSPECIFIED,18678031.0,0.0,,,,,,,REGISTRANT,,2018,MOTORIST
2018-12-23,16:23:00,2018-12-23 16:23:00,QUEENS,11378,40.726906,-73.90178,"(40.726906, -73.90178)",,,0.0,0.0,0,0,0,0,0,0,DRIVER INATTENTION/DISTRACTION,UNSPECIFIED,STATION WAGON/SPORT UTILITY VEHICLE,STATION WAGON/SPORT UTILITY VEHICLE,4051160,9699396,5571AA2A-59F1-405F-BA61-9591A4FA9362,OCCUPANT,UNSPECIFIED,18867347.0,21.0,,,,,,,REGISTRANT,F,2018,MOTORIST
2018-12-11,12:20:00,2018-12-11 12:20:00,NONE,,40.61018,-74.03548,"(40.61018, -74.03548)",BELT PARKWAY,,1.0,0.0,0,0,0,0,1,0,FOLLOWING TOO CLOSELY,UNSPECIFIED,STATION WAGON/SPORT UTILITY VEHICLE,SEDAN,4043891,9592621,83FB520F-5E47-45AF-9BD3-E3478F656462,OCCUPANT,UNSPECIFIED,18814603.0,0.0,,,,,,,REGISTRANT,U,2018,MOTORIST
2018-12-31,17:00:00,2018-12-31 17:00:00,NONE,,40.651863,-73.86536,"(40.651863, -73.86536)",BELT PARKWAY,,0.0,0.0,0,0,0,0,0,0,FOLLOWING TOO CLOSELY,UNSPECIFIED,PICK-UP TRUCK,STATION WAGON/SPORT UTILITY VEHICLE,4055739,9736246,62661BB8-BC90-41E6-AE68-5DD4B452084B,OCCUPANT,UNSPECIFIED,18885918.0,29.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,DRIVER,LAP BELT & HARNESS,DOES NOT APPLY,DRIVER,M,2018,MOTORIST
2018-12-24,18:55:00,2018-12-24 18:55:00,BROOKLYN,11214,40.60461,-73.99826,"(40.60461, -73.99826)",20 AVENUE,86 STREET,0.0,0.0,0,0,0,0,0,0,FAILURE TO YIELD RIGHT-OF-WAY,UNSPECIFIED,STATION WAGON/SPORT UTILITY VEHICLE,SEDAN,4051739,9598263,D23B5CD1-33AD-493C-89FE-C1EA4866DF95,OCCUPANT,UNSPECIFIED,18817382.0,0.0,,,,,,,REGISTRANT,M,2018,MOTORIST
2019-01-01,20:30:00,2019-01-01 20:30:00,NONE,,40.7418,-73.72815,"(40.7418, -73.72815)",CROSS ISLAND PARKWAY,,0.0,0.0,0,0,0,0,0,0,UNSPECIFIED,UNSPECIFIED,SEDAN,STATION WAGON/SPORT UTILITY VEHICLE,4060578,8938840,1D0B647D-8045-41C3-A0F6-56758B29A67F,OCCUPANT,UNSPECIFIED,18492248.0,39.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,DRIVER,LAP BELT & HARNESS,DOES NOT APPLY,DRIVER,M,2019,MOTORIST
2018-12-14,09:30:00,2018-12-14 09:30:00,BROOKLYN,11201,40.69344,-73.99673,"(40.69344, -73.99673)",JORALEMON STREET,HICKS STREET,0.0,0.0,0,0,0,0,0,0,OBSTRUCTION/DEBRIS,UNSPECIFIED,STATION WAGON/SPORT UTILITY VEHICLE,STATION WAGON/SPORT UTILITY VEHICLE,4044739,9576519,510234CB-BFBB-4BA6-99C8-CC7FEF77A734,OCCUPANT,UNSPECIFIED,18806591.0,26.0,,,,,,,REGISTRANT,M,2018,MOTORIST
2018-12-17,12:34:00,2018-12-17 12:34:00,NONE,,40.76536,-73.82787,"(40.76536, -73.82787)",UNION STREET,,1.0,0.0,1,0,0,0,0,0,UNSPECIFIED,,BUS,,4047337,9743840,A774DDCF-E72C-4039-A99C-3A61646AAAB3,OCCUPANT,UNSPECIFIED,18889646.0,0.0,,,,,,,REGISTRANT,,2018,MOTORIST
2018-12-18,01:05:00,2018-12-18 01:05:00,MANHATTAN,10017,40.750763,-73.97446,"(40.750763, -73.97446)",3 AVENUE,EAST 42 STREET,1.0,0.0,1,0,0,0,0,0,FAILURE TO YIELD RIGHT-OF-WAY,,TAXI,,4047049,9618789,39BD3416-62DA-4AD9-A264-A73B960DCC7B,OCCUPANT,UNSPECIFIED,18827368.0,0.0,,,,,,,REGISTRANT,U,2018,MOTORIST
2018-12-22,12:16:00,2018-12-22 12:16:00,NONE,,40.61244,-74.13231,"(40.61244, -74.13231)",BRADLEY AVENUE,VICTORY BOULEVARD,0.0,0.0,0,0,0,0,0,0,DRIVER INATTENTION/DISTRACTION,DRIVER INATTENTION/DISTRACTION,SEDAN,PICK-UP TRUCK,4050407,9673520,0C3FFCAA-0CB8-4F6D-81F1-9BDAE701281A,OCCUPANT,UNSPECIFIED,18854553.0,0.0,,,,,,,REGISTRANT,M,2018,MOTORIST
2018-12-21,15:30:00,2018-12-21 15:30:00,BROOKLYN,11204,40.607662,-73.98348,"(40.607662, -73.98348)",AVENUE P,WEST 10 STREET,0.0,0.0,0,0,0,0,0,0,DRIVER INATTENTION/DISTRACTION,UNSPECIFIED,SEDAN,STATION WAGON/SPORT UTILITY VEHICLE,4049842,9592465,B962E77D-CB04-42AD-A734-B226B817E357,OCCUPANT,UNSPECIFIED,18814517.0,36.0,,,,,,,REGISTRANT,M,2018,MOTORIST
2018-12-09,23:30:00,2018-12-09 23:30:00,MANHATTAN,10036,40.756653,-73.98635,"(40.756653, -73.98635)",,,0.0,0.0,0,0,0,0,0,0,UNSPECIFIED,UNSPECIFIED,SEDAN,SEDAN,4043750,9600717,6D07B609-014B-4B17-AEF9-77515988E291,OCCUPANT,UNSPECIFIED,18818557.0,,,,,,,,REGISTRANT,U,2018,MOTORIST
2018-12-19,01:05:00,2018-12-19 01:05:00,BRONX,10468,40.86923,-73.89604,"(40.86923, -73.89604)",JEROME AVENUE,EAST 196 STREET,0.0,0.0,0,0,0,0,0,0,DRIVER INATTENTION/DISTRACTION,UNSPECIFIED,STATION WAGON/SPORT UTILITY VEHICLE,STATION WAGON/SPORT UTILITY VEHICLE,4047827,9620476,7908C461-EC3B-418B-92A5-5A251553D80A,OCCUPANT,UNSPECIFIED,18828190.0,43.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,DRIVER,LAP BELT & HARNESS,DOES NOT APPLY,DRIVER,M,2018,MOTORIST
2018-12-12,00:57:00,2018-12-12 00:57:00,MANHATTAN,10033,40.84721,-73.93979,"(40.84721, -73.93979)",FORT WASHINGTON AVENUE,WEST 176 STREET,1.0,0.0,1,0,0,0,0,0,UNSPECIFIED,,,,4042980,9310053,72E2A728-039C-4715-ACCB-8913F14725B2,PEDESTRIAN,INJURED,,55.0,,CONSCIOUS,KNEE-LOWER LEG FOOT,,,FRACTURE - DISTORTED - DISLOCATION,PEDESTRIAN,F,2018,PEDESTRIAN
2018-12-15,19:45:00,2018-12-15 19:45:00,MANHATTAN,10011,40.732944,-73.99799,"(40.732944, -73.99799)",MAC DOUGAL STREET,WEST 8 STREET,0.0,0.0,0,0,0,0,0,0,PASSING OR LANE USAGE IMPROPER,PASSING OR LANE USAGE IMPROPER,STATION WAGON/SPORT UTILITY VEHICLE,SEDAN,4045545,9244872,CCFBDFFC-D316-4DAE-B2FC-258D99BCDAB9,OCCUPANT,UNSPECIFIED,18643391.0,40.0,,,,,,,REGISTRANT,M,2018,MOTORIST
2018-12-08,20:30:00,2018-12-08 20:30:00,QUEENS,11368,40.75482,-73.84499,"(40.75482, -73.84499)",,,0.0,0.0,0,0,0,0,0,0,FOLLOWING TOO CLOSELY,UNSPECIFIED,SEDAN,STATION WAGON/SPORT UTILITY VEHICLE,4041864,9653302,C84E4DD3-80F6-4951-9B70-CC45E16EE526,OCCUPANT,UNSPECIFIED,18844410.0,18.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,"FRONT PASSENGER, IF TWO OR MORE PERSONS, INCLUDING THE DRIVER, ARE IN THE FRONT SEAT",LAP BELT & HARNESS,DOES NOT APPLY,PASSENGER,F,2018,MOTORIST
2018-12-31,12:02:00,2018-12-31 12:02:00,BROOKLYN,11237,40.6967,-73.91031,"(40.6967, -73.91031)",IRVING AVENUE,PUTNAM AVENUE,2.0,0.0,0,0,0,0,2,0,DRIVER INATTENTION/DISTRACTION,UNSPECIFIED,STATION WAGON/SPORT UTILITY VEHICLE,SEDAN,4055239,9478575,1CA28B13-3A63-4A0B-B00F-33AE1913D1BA,OCCUPANT,UNSPECIFIED,18758091.0,0.0,,,,,,,REGISTRANT,U,2018,MOTORIST
2018-12-08,12:30:00,2018-12-08 12:30:00,NONE,,40.75829,-73.83431,"(40.75829, -73.83431)",COLLEGE POINT BOULEVARD,ROOSEVELT AVENUE,0.0,0.0,0,0,0,0,0,0,UNSAFE LANE CHANGING,PASSING TOO CLOSELY,STATION WAGON/SPORT UTILITY VEHICLE,STATION WAGON/SPORT UTILITY VEHICLE,4040730,9742111,D9617A1F-78AC-42A3-B33F-A3F4EF6F53AD,OCCUPANT,UNSPECIFIED,18888807.0,34.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,DRIVER,LAP BELT,DOES NOT APPLY,DRIVER,F,2018,MOTORIST
2018-12-24,21:25:00,2018-12-24 21:25:00,BROOKLYN,11228,40.609356,-74.01523,"(40.609356, -74.01523)",14 AVENUE,BATH AVENUE,3.0,0.0,0,0,0,0,3,0,DRIVER INATTENTION/DISTRACTION,UNSPECIFIED,STATION WAGON/SPORT UTILITY VEHICLE,SEDAN,4051815,9598570,9EF408BC-D1A6-4C08-91C5-E5FC2996635C,OCCUPANT,INJURED,18817522.0,45.0,NOT EJECTED,CONSCIOUS,HEAD,DRIVER,LAP BELT & HARNESS,MINOR BLEEDING,DRIVER,F,2018,MOTORIST
